learner_id,region,course_id,last_login_days,assignment_completion_rate,quiz_score_trend,attendance_rate
L12461,South Africa,CRS-003,7.5,0.748,12.9,0.884
L11366,Egypt,CRS-012,22.6,0.781,-4.4,0.573
L13113,South Africa,CRS-007,9.1,0.935,-5.5,0.847
L14161,South Africa,CRS-011,14.3,0.805,-4.9,0.877
L13295,Egypt,CRS-011,9.6,0.394,-23.1,0.818
L14966,Egypt,CRS-013,9.3,0.413,13.9,0.630
L11362,Egypt,CRS-012,6.6,0.669,16.5,0.363
L13429,South Africa,CRS-010,1.5,0.520,8.2,0.437
L12351,Egypt,CRS-009,13.7,0.412,-1.0,0.690
L12109,Egypt,CRS-006,1.8,0.855,15.7,0.887
L15179,Egypt,CRS-003,12.4,0.907,-1.1,0.460
L13688,Egypt,CRS-012,2.3,0.777,-3.9,0.775
L15146,South Africa,CRS-005,6.4,0.703,-18.4,0.102
L14490,Egypt,CRS-014,0.9,0.817,-20.5,0.790
L12181,South Africa,CRS-006,34.4,0.791,12.7,0.693
L10784,South Africa,CRS-014,0.1,0.571,-2.6,0.553
L14704,South Africa,CRS-004,18.9,0.538,0.6,0.719
L13468,Egypt,CRS-009,6.8,0.543,-16.3,0.233
L11563,Egypt,CRS-010,8.1,0.624,2.8,0.778
L13948,Egypt,CRS-007,28.7,0.691,-3.8,0.747
L11106,Egypt,CRS-006,9.5,0.747,9.2,0.830
L13539,Egypt,CRS-003,1.4,0.892,1.0,0.240
L10823,South Africa,CRS-006,9.3,0.553,15.4,0.624
L12309,South Africa,CRS-014,1.8,0.484,1.7,0.623
L14136,South Africa,CRS-002,0.6,0.441,6.9,0.739
L15348,Egypt,CRS-011,4.0,0.864,-3.5,0.696
L12655,South Africa,CRS-011,6.6,0.838,21.0,0.723
L13543,South Africa,CRS-004,26.9,0.961,3.7,0.740
L10002,South Africa,CRS-008,3.2,0.600,6.3,0.747
L14157,Egypt,CRS-001,5.9,0.953,-3.5,0.845
L15383,South Africa,CRS-015,9.6,0.899,-47.6,0.754
L12021,South Africa,CRS-001,2.4,0.723,5.9,0.828
L10043,South Africa,CRS-012,1.0,0.108,-17.0,0.809
L11374,Egypt,CRS-012,1.5,0.843,-14.4,0.736
L11765,Egypt,CRS-008,4.5,0.565,26.3,0.824
L11756,Egypt,CRS-001,4.9,0.375,-0.6,0.414
L13976,South Africa,CRS-008,4.2,0.540,-7.3,0.530
L10888,South Africa,CRS-011,2.0,0.806,-7.8,0.704
L10703,South Africa,CRS-003,1.2,0.801,-15.2,0.935
L12382,South Africa,CRS-005,8.5,0.311,-2.4,0.776
L13551,South Africa,CRS-012,3.3,0.770,-3.7,0.779
L13477,South Africa,CRS-001,15.8,0.455,-44.1,0.747
L12948,Egypt,CRS-008,33.8,0.852,3.0,0.857
L10339,South Africa,CRS-010,8.5,0.733,15.8,0.911
L10622,South Africa,CRS-008,11.8,0.705,-26.8,0.944
L10038,Egypt,CRS-001,44.2,0.916,19.5,0.595
L12428,South Africa,CRS-013,4.2,0.771,-12.0,0.959
L12724,South Africa,CRS-001,50.0,0.733,8.3,0.654
L10322,South Africa,CRS-011,1.9,0.804,4.1,0.681
L10829,Egypt,CRS-012,4.3,0.551,-6.7,0.541
L10762,Egypt,CRS-004,9.5,0.332,12.7,0.600
L10911,Egypt,CRS-006,51.2,0.745,-10.7,0.861
L13031,South Africa,CRS-005,10.6,0.210,1.0,0.709
L13526,Egypt,CRS-012,0.4,0.880,-6.0,0.708
L11392,Egypt,CRS-006,33.5,0.822,1.8,0.558
L14388,Egypt,CRS-006,1.1,0.792,4.4,0.296
L12852,South Africa,CRS-010,3.6,0.734,3.4,0.339
L10288,South Africa,CRS-005,19.6,0.840,-8.0,0.932
L13310,South Africa,CRS-004,29.3,0.658,5.7,0.835
L10709,South Africa,CRS-012,14.7,0.777,-2.8,0.554
L11507,South Africa,CRS-001,1.7,0.703,12.6,0.711
L14721,Egypt,CRS-002,12.3,0.913,-8.3,0.483
L13405,South Africa,CRS-005,2.0,0.700,-4.2,0.622
L11910,South Africa,CRS-002,7.0,0.927,3.2,0.683
L10610,Egypt,CRS-008,3.8,0.435,6.1,0.915
L12923,Egypt,CRS-013,2.2,0.720,2.9,0.695
L14220,Egypt,CRS-009,15.3,0.660,-4.7,0.605
L10667,Egypt,CRS-002,2.1,0.296,3.6,0.751
L10170,Egypt,CRS-014,4.7,0.503,0.8,0.838
L15262,Egypt,CRS-015,1.6,0.747,5.7,0.782
L11436,Egypt,CRS-003,0.5,0.222,2.6,0.625
L12530,Egypt,CRS-015,1.2,0.724,-21.4,0.595
L14681,South Africa,CRS-006,2.9,0.710,6.8,0.606
L14899,South Africa,CRS-014,3.7,0.900,2.7,0.515
L12744,Egypt,CRS-012,19.8,0.873,-12.5,0.244
L10409,Egypt,CRS-007,6.7,0.711,7.6,0.894
L13251,Egypt,CRS-012,6.8,0.780,-6.1,0.746
L13781,Egypt,CRS-006,2.2,0.761,-28.5,0.941
L10583,Egypt,CRS-008,0.7,0.738,-27.4,0.868
L13597,South Africa,CRS-005,12.4,0.884,5.8,0.601
L11748,South Africa,CRS-012,1.8,0.677,7.4,0.770
L11859,South Africa,CRS-010,2.1,0.698,-10.8,0.225
L14701,South Africa,CRS-014,30.9,0.341,4.8,0.679
L11804,Egypt,CRS-015,5.7,0.371,-1.8,0.627
L14484,Egypt,CRS-015,10.5,0.561,-26.0,0.724
L14515,South Africa,CRS-012,5.4,0.913,-0.1,0.859
L13097,South Africa,CRS-004,10.8,0.721,-6.9,0.896
L10088,South Africa,CRS-001,3.9,0.582,-6.9,0.680
L10285,South Africa,CRS-008,12.7,0.771,-5.6,0.736
L15226,Egypt,CRS-002,18.9,0.606,-0.6,0.911
L15191,Egypt,CRS-009,6.5,0.633,16.1,0.949
L10484,Egypt,CRS-015,5.7,0.794,-0.5,0.651
L13479,Egypt,CRS-015,47.3,0.989,-12.2,0.486
L11795,South Africa,CRS-014,22.4,0.970,7.7,0.580
L15239,South Africa,CRS-009,3.2,0.798,-1.5,0.972
L10718,Egypt,CRS-009,9.0,0.665,0.8,0.740
L10423,Egypt,CRS-008,2.9,0.795,11.2,0.576
L11640,South Africa,CRS-010,1.9,0.578,0.4,0.682
L11214,Egypt,CRS-002,0.9,0.934,-11.2,0.607
L14389,Egypt,CRS-010,3.2,0.490,-3.1,0.613
L12812,South Africa,CRS-011,9.2,0.200,9.6,0.825
L14380,South Africa,CRS-002,8.5,0.888,-11.3,0.627
L13726,Egypt,CRS-014,38.1,0.849,-11.5,0.410
L13296,Egypt,CRS-003,8.4,0.670,-0.9,0.864
L14329,South Africa,CRS-009,5.5,0.659,-1.7,0.723
L15358,Egypt,CRS-009,13.7,0.773,-8.6,0.398
L11778,South Africa,CRS-003,2.9,0.922,12.9,0.734
L12431,South Africa,CRS-011,0.5,0.891,-6.5,0.953
L10641,South Africa,CRS-006,54.0,0.812,9.4,0.845
L15109,Egypt,CRS-015,11.0,0.803,1.6,0.114
L13567,South Africa,CRS-012,2.9,0.448,4.4,0.554
L13922,South Africa,CRS-002,11.6,0.635,-14.7,0.223
L11509,Egypt,CRS-015,19.9,0.761,5.5,0.780
L10136,South Africa,CRS-015,29.9,0.911,-2.3,0.934
L11621,South Africa,CRS-015,5.5,0.708,-0.4,0.438
L13880,Egypt,CRS-011,11.0,0.746,-11.4,0.886
L10734,South Africa,CRS-010,25.3,0.849,1.7,0.738
L14209,Egypt,CRS-010,1.7,0.714,-22.4,0.780
L14814,Egypt,CRS-001,2.5,0.743,4.9,0.795
L13040,South Africa,CRS-012,8.4,0.546,11.7,0.786
L13415,Egypt,CRS-002,3.8,0.202,-48.4,0.718
L14211,South Africa,CRS-004,19.2,0.438,-12.3,0.737
L13489,Egypt,CRS-002,2.8,0.542,-8.8,0.119
L14882,South Africa,CRS-007,35.6,0.940,6.0,0.723
L15235,Egypt,CRS-010,17.0,0.554,-2.1,0.620
L12659,South Africa,CRS-013,2.2,0.743,3.1,0.911
L13226,South Africa,CRS-009,0.2,0.813,8.1,0.691
L14832,South Africa,CRS-001,6.5,0.598,2.0,0.729
L13965,South Africa,CRS-015,11.0,0.879,-12.7,0.885
L10496,Egypt,CRS-015,5.8,0.627,-1.8,0.542
L15329,Egypt,CRS-006,11.4,0.756,-24.3,0.753
L10370,South Africa,CRS-005,5.5,0.944,-9.4,0.580
L13808,Egypt,CRS-008,0.5,0.863,-6.3,0.241
L13920,South Africa,CRS-011,21.7,0.918,-16.3,0.693
L10768,Egypt,CRS-010,17.6,0.701,-6.5,0.701
L15017,Egypt,CRS-008,5.1,0.649,-6.7,0.578
L10331,Egypt,CRS-012,2.9,0.682,11.0,0.343
L10616,Egypt,CRS-013,2.0,0.822,-2.8,0.489
L12784,Egypt,CRS-014,16.5,0.595,17.9,0.898
L13575,Egypt,CRS-009,22.5,0.864,2.9,0.277
L14847,South Africa,CRS-012,6.9,0.409,4.2,0.790
L10296,Egypt,CRS-005,8.0,0.623,6.1,0.797
L10798,Egypt,CRS-002,19.6,0.899,-13.7,0.648
L10237,Egypt,CRS-001,15.8,0.799,-12.5,0.692
L15304,South Africa,CRS-011,5.3,0.883,2.5,0.523
L13495,South Africa,CRS-007,4.3,0.770,-19.9,0.901
L14744,Egypt,CRS-013,1.7,0.556,-17.3,0.819
L12488,Egypt,CRS-014,2.8,0.500,-6.6,0.372
L14894,Egypt,CRS-007,16.8,0.598,-6.8,0.634
L14622,Egypt,CRS-004,17.4,0.575,-6.6,0.623
L14323,Egypt,CRS-005,35.9,0.783,-11.6,0.943
L14151,Egypt,CRS-011,22.0,0.672,-16.1,0.877
L15004,Egypt,CRS-015,8.4,0.835,-2.7,0.661
L12274,South Africa,CRS-005,3.8,0.514,7.7,0.322
L15244,South Africa,CRS-010,3.2,0.870,1.8,0.661
L12155,South Africa,CRS-014,58.8,0.864,-5.7,0.783
L10882,Egypt,CRS-003,6.7,0.820,1.8,0.262
L11925,Egypt,CRS-001,6.1,0.556,0.4,0.685
L12888,South Africa,CRS-003,8.0,0.549,-15.3,0.713
L11921,South Africa,CRS-014,0.5,0.874,-4.3,0.938
L12996,Egypt,CRS-002,17.4,0.548,-17.4,0.930
L14461,South Africa,CRS-015,8.9,0.945,11.2,0.872
L11843,Egypt,CRS-005,52.1,0.867,-26.0,0.777
L10676,South Africa,CRS-010,3.4,0.718,-0.3,0.397
L14560,South Africa,CRS-006,17.9,0.801,4.4,0.766
L13332,South Africa,CRS-011,3.5,0.807,-1.9,0.563
L10399,South Africa,CRS-005,40.8,0.850,-17.8,0.799
L14766,South Africa,CRS-007,0.7,0.686,10.9,0.634
L14806,Egypt,CRS-008,18.0,0.569,11.5,0.776
L14741,Egypt,CRS-004,9.4,0.438,7.2,0.764
L11341,South Africa,CRS-013,0.4,0.428,5.7,0.821
L10557,South Africa,CRS-013,16.6,0.675,2.3,0.756
L11081,South Africa,CRS-013,3.2,0.847,14.8,0.841
L11559,Egypt,CRS-010,3.8,0.786,8.7,0.921
L10463,South Africa,CRS-003,7.5,0.786,-19.0,0.530
L11805,South Africa,CRS-002,0.8,0.527,13.5,0.809
L13630,Egypt,CRS-007,14.2,0.839,-2.2,0.561
L12463,South Africa,CRS-001,1.7,0.762,6.4,0.779
L14998,South Africa,CRS-007,24.4,0.688,2.6,0.942
L10905,Egypt,CRS-002,16.2,0.599,0.9,0.580
L14073,South Africa,CRS-014,6.8,0.772,7.8,0.495
L12006,South Africa,CRS-008,8.5,0.463,-0.4,0.625
L14074,South Africa,CRS-001,9.1,0.820,-0.5,0.898
L10685,Egypt,CRS-010,10.5,0.797,-14.3,0.849
L11458,Egypt,CRS-011,13.1,0.896,6.9,0.712
L13192,South Africa,CRS-015,5.7,0.796,-1.8,0.666
L12574,South Africa,CRS-007,28.0,0.426,-2.9,0.765
L10117,South Africa,CRS-013,6.7,0.834,-8.9,0.665
L13014,South Africa,CRS-009,3.1,0.846,2.9,0.879
L11006,South Africa,CRS-010,0.9,0.837,20.4,0.738
L15324,South Africa,CRS-012,6.3,0.794,20.3,0.681
L11321,South Africa,CRS-008,15.3,0.930,-12.4,0.972
L13749,Egypt,CRS-015,0.2,0.668,-2.7,0.183
L13529,South Africa,CRS-004,29.3,0.719,12.2,0.744
L11290,Egypt,CRS-004,3.6,0.947,-7.4,0.687
L13705,Egypt,CRS-014,21.9,0.714,16.6,0.562
L11519,South Africa,CRS-010,1.8,0.903,6.6,0.644
L14996,South Africa,CRS-011,14.7,0.193,3.6,0.820
L13101,Egypt,CRS-013,4.7,0.783,4.0,0.691
L13178,Egypt,CRS-003,0.2,0.524,-10.4,0.782
L15204,South Africa,CRS-007,54.9,0.957,-17.7,0.194
L11568,South Africa,CRS-002,2.4,0.741,-14.4,0.935
L14134,South Africa,CRS-010,0.0,0.577,-2.8,0.670
L13463,South Africa,CRS-015,1.9,0.915,2.1,0.499
L11224,Egypt,CRS-002,1.9,0.739,17.0,0.902
L14005,Egypt,CRS-009,11.3,0.248,16.5,0.729
L11579,Egypt,CRS-005,3.5,0.655,-17.1,0.479
L10056,Egypt,CRS-003,45.1,0.341,-36.4,0.816
L10016,Egypt,CRS-002,11.2,0.928,-31.7,0.792
L12736,South Africa,CRS-013,0.4,0.576,-16.4,0.505
L12755,Egypt,CRS-015,23.4,0.785,-2.5,0.372
L12840,South Africa,CRS-014,4.4,0.741,-3.6,0.702
L10897,Egypt,CRS-010,5.6,0.885,1.0,0.855
L13758,South Africa,CRS-010,1.8,0.287,-37.6,0.609
L11502,Egypt,CRS-006,0.0,0.324,2.3,0.455
L13425,South Africa,CRS-012,1.0,0.873,7.7,0.780
L12055,South Africa,CRS-011,5.1,0.800,-13.0,0.571
L11731,Egypt,CRS-012,0.4,0.655,-3.4,0.912
L10270,South Africa,CRS-008,2.7,0.607,-16.9,0.645
L15384,Egypt,CRS-015,17.4,0.757,5.0,0.663
L12766,Egypt,CRS-006,9.6,0.994,-2.7,0.554
L13003,Egypt,CRS-010,28.5,0.815,14.7,0.886
L11442,South Africa,CRS-001,3.4,0.739,-10.4,0.819
L10455,Egypt,CRS-004,3.0,0.470,-11.3,0.465
L14659,Egypt,CRS-013,14.0,0.973,12.2,0.225
L14720,South Africa,CRS-014,9.9,0.794,-11.1,0.748
L15077,Egypt,CRS-006,4.6,0.726,-1.0,0.963
L10036,South Africa,CRS-006,7.7,0.421,-1.2,0.793
L13986,Egypt,CRS-003,7.7,0.896,-24.3,0.654
L13343,South Africa,CRS-013,17.5,0.881,-1.2,0.820
L13742,South Africa,CRS-010,10.3,0.264,6.8,0.676
L11465,Egypt,CRS-005,0.3,0.938,16.7,0.494
L11860,Egypt,CRS-002,24.3,0.620,8.3,0.911
L12419,Egypt,CRS-011,4.7,0.801,-10.9,0.500
L10532,South Africa,CRS-010,3.7,0.693,-6.0,0.687
L13776,Egypt,CRS-001,6.2,0.223,7.7,0.850
L12706,Egypt,CRS-014,0.0,0.714,12.8,0.631
L12864,South Africa,CRS-012,1.0,0.888,-10.1,0.672
L10314,Egypt,CRS-015,1.5,0.665,-36.5,0.522
L12877,Egypt,CRS-014,29.7,0.547,-29.6,0.331
L15112,Egypt,CRS-004,4.3,0.812,-27.6,0.926
L12704,South Africa,CRS-002,3.0,0.686,-13.5,0.793
L14033,South Africa,CRS-002,3.4,0.699,-26.1,0.593
L15023,Egypt,CRS-007,7.6,0.859,4.4,0.621
L13103,South Africa,CRS-006,0.3,0.959,5.5,0.743
L12347,Egypt,CRS-002,14.6,0.919,20.4,0.921
L13062,South Africa,CRS-003,3.9,0.858,5.0,0.731
L12001,South Africa,CRS-011,10.9,0.851,0.8,0.837
L10694,Egypt,CRS-009,2.1,0.732,1.9,0.705
L11659,South Africa,CRS-005,4.3,0.320,10.2,0.941
L10427,South Africa,CRS-003,1.8,0.445,6.4,0.824
L11535,South Africa,CRS-004,2.9,0.635,-44.9,0.628
L11176,South Africa,CRS-005,16.0,0.578,-30.5,0.617
L13889,Egypt,CRS-009,4.9,0.787,11.4,0.659
L15359,Egypt,CRS-001,0.0,0.650,2.9,0.187
L10414,South Africa,CRS-001,46.5,0.809,-15.4,0.863
L15355,South Africa,CRS-011,17.9,0.652,-14.3,0.559
L11062,Egypt,CRS-013,1.2,0.859,-11.0,0.616
L11494,Egypt,CRS-005,3.8,0.871,-41.7,0.753
L11440,South Africa,CRS-015,2.0,0.611,11.5,0.531
L11126,Egypt,CRS-002,21.8,0.834,8.0,0.738
L13573,South Africa,CRS-003,0.1,0.662,14.2,0.779
L10174,Egypt,CRS-001,57.4,0.734,14.3,0.882
L12329,Egypt,CRS-014,10.6,0.933,6.7,0.643
L14604,Egypt,CRS-008,15.2,0.703,10.7,0.694
L13562,Egypt,CRS-013,8.9,0.878,12.3,0.485
L14474,Egypt,CRS-012,2.3,0.951,-4.8,0.859
L10937,Egypt,CRS-007,3.3,0.770,-2.3,0.480
L14478,South Africa,CRS-001,29.7,0.716,9.0,0.531
L15393,Egypt,CRS-003,2.5,0.355,-20.1,0.919
L13116,Egypt,CRS-005,21.4,0.420,-3.7,0.694
L11361,Egypt,CRS-015,5.5,0.658,-14.9,0.602
L11637,South Africa,CRS-001,5.0,0.381,10.3,0.442
L13652,Egypt,CRS-007,41.5,0.704,-10.9,0.880
L10097,South Africa,CRS-006,0.2,0.962,-11.7,0.674
L12935,South Africa,CRS-005,16.0,0.683,2.4,0.577
L14605,Egypt,CRS-010,16.3,0.908,-34.6,0.683
L11310,South Africa,CRS-010,1.6,0.618,-7.7,0.611
L13994,Egypt,CRS-007,49.3,0.642,16.5,0.608
L13033,Egypt,CRS-002,8.7,0.567,13.6,0.656
L13869,Egypt,CRS-015,1.4,0.843,-0.7,0.788
L12363,Egypt,CRS-008,21.2,0.551,-18.7,0.902
L13400,Egypt,CRS-006,10.1,0.727,-16.3,0.780
L14845,Egypt,CRS-008,25.8,0.469,5.0,0.924
L10924,Egypt,CRS-008,1.5,0.612,-8.7,0.584
L13586,Egypt,CRS-012,1.1,0.252,-9.5,0.579
L14873,South Africa,CRS-004,29.3,0.256,-15.1,0.632
L10005,South Africa,CRS-010,0.2,0.449,-18.6,0.825
L10353,South Africa,CRS-009,3.9,0.615,-2.4,0.819
L15319,South Africa,CRS-012,25.9,0.990,12.2,0.786
L14762,South Africa,CRS-005,3.6,0.665,-4.6,0.317
L10493,South Africa,CRS-005,1.9,0.762,-36.3,0.549
L12013,South Africa,CRS-007,0.4,0.730,-0.3,0.419
L14385,South Africa,CRS-013,18.9,0.189,7.1,0.625
L11618,South Africa,CRS-001,3.5,0.791,-9.0,0.615
L10511,South Africa,CRS-002,9.4,0.631,-1.3,0.915
L10714,Egypt,CRS-002,2.9,0.436,3.6,0.339
L11228,Egypt,CRS-015,4.0,0.737,-7.9,0.774
L10600,Egypt,CRS-001,5.6,0.832,6.0,0.843
L10639,Egypt,CRS-005,10.7,0.717,-9.5,0.927
L14470,Egypt,CRS-010,1.4,0.718,-5.3,0.345
L11076,South Africa,CRS-011,19.3,0.674,13.3,0.800
L11933,South Africa,CRS-002,9.7,0.853,2.0,0.578
L13940,Egypt,CRS-015,10.9,0.412,-32.6,0.547
L14056,South Africa,CRS-006,11.2,0.773,16.4,0.743
L14772,South Africa,CRS-015,4.3,0.203,-6.0,0.948
L11373,South Africa,CRS-006,11.8,0.730,-19.6,0.465
L12529,Egypt,CRS-005,21.2,0.668,-5.4,0.799
L12124,South Africa,CRS-006,0.2,0.763,-3.8,0.426
L11868,Egypt,CRS-009,2.4,0.879,-5.9,0.866
L12140,Egypt,CRS-008,20.1,0.745,-10.5,0.598
L10612,South Africa,CRS-008,28.4,0.429,-1.0,0.768
L14236,Egypt,CRS-008,8.3,0.763,6.7,0.867
L13148,Egypt,CRS-009,4.0,0.867,8.3,0.292
L14725,Egypt,CRS-005,3.5,0.768,-1.4,0.688
L15149,Egypt,CRS-011,2.3,0.752,2.7,0.944
L15119,Egypt,CRS-002,5.7,0.716,-3.7,0.690
L12139,South Africa,CRS-012,6.2,0.886,11.7,0.735
L11582,South Africa,CRS-003,5.6,0.689,15.1,0.786
L14959,Egypt,CRS-010,0.8,0.803,-5.4,0.855
L13732,South Africa,CRS-007,16.2,0.808,-6.2,0.852
L10150,South Africa,CRS-003,18.2,0.546,-0.6,0.183
L12916,Egypt,CRS-014,2.3,0.971,18.9,0.826
L15147,Egypt,CRS-007,38.5,0.719,8.0,0.505
L14093,Egypt,CRS-006,1.5,0.857,-25.3,0.802
L13105,Egypt,CRS-005,27.4,0.910,23.7,0.365
L11381,Egypt,CRS-002,8.1,0.846,17.3,0.830
L10253,Egypt,CRS-011,2.0,0.971,10.3,0.653
L14858,South Africa,CRS-003,5.6,0.716,-20.5,0.372
L10530,Egypt,CRS-003,0.2,0.284,-9.9,0.516
L14764,South Africa,CRS-008,3.4,0.204,4.3,0.735
L14084,South Africa,CRS-007,2.1,0.811,0.4,0.945
L13599,Egypt,CRS-014,19.9,0.858,21.2,0.909
L10125,Egypt,CRS-004,5.8,0.665,-16.3,0.625
L11163,South Africa,CRS-010,0.8,0.928,-5.4,0.672
L10930,Egypt,CRS-002,0.4,0.774,-0.4,0.843
L10075,South Africa,CRS-012,19.1,0.514,-6.2,0.744
L11212,South Africa,CRS-008,9.5,0.955,14.8,0.426
L12733,South Africa,CRS-007,0.6,0.516,-39.8,0.735
L13509,Egypt,CRS-004,2.5,0.447,-13.6,0.752
L10634,Egypt,CRS-010,1.8,0.750,25.1,0.694
L13300,Egypt,CRS-006,31.5,0.818,6.3,0.949
L14638,Egypt,CRS-006,21.6,0.808,0.9,0.742
L11512,Egypt,CRS-001,9.7,0.735,13.6,0.670
L15342,Egypt,CRS-002,0.9,0.482,-1.7,0.755
L11666,Egypt,CRS-014,20.7,0.815,-10.0,0.821
L10537,Egypt,CRS-007,2.1,0.753,-4.1,0.759
L14631,South Africa,CRS-011,30.7,0.691,-7.6,0.480
L12349,Egypt,CRS-004,0.0,0.917,19.8,0.685
L12614,Egypt,CRS-013,10.3,0.763,13.3,0.806
L12761,Egypt,CRS-014,2.0,0.614,8.8,0.611
L13885,Egypt,CRS-014,1.0,0.665,1.6,0.311
L10777,South Africa,CRS-012,1.3,0.594,10.6,0.952
L14580,Egypt,CRS-002,26.3,0.921,-4.3,0.745
L11456,South Africa,CRS-001,12.0,0.712,-1.2,0.581
L12811,Egypt,CRS-007,19.8,0.280,4.4,0.899
L14973,South Africa,CRS-009,3.7,0.679,8.6,0.913
L15133,Egypt,CRS-013,11.5,0.933,2.6,0.824
L14950,Egypt,CRS-011,0.8,0.834,4.2,0.823
L12833,Egypt,CRS-009,0.0,0.111,1.8,0.625
L13947,Egypt,CRS-013,4.1,0.835,-12.3,0.334
L10739,South Africa,CRS-013,12.9,0.946,7.2,0.780
L14742,South Africa,CRS-013,20.4,0.749,8.2,0.890
L14714,Egypt,CRS-001,0.6,0.510,-9.1,0.603
L10236,South Africa,CRS-008,5.5,0.596,8.7,0.617
L10246,Egypt,CRS-011,9.3,0.671,-17.2,0.311
L13010,Egypt,CRS-002,3.5,0.637,-12.9,0.411
L11050,Egypt,CRS-012,5.5,0.715,-8.1,0.843
L11417,South Africa,CRS-006,21.4,0.567,5.8,0.573
L14120,South Africa,CRS-008,2.6,0.636,10.5,0.624
L12050,South Africa,CRS-001,32.0,0.834,10.2,0.774
L12031,South Africa,CRS-012,18.6,0.766,0.2,0.868
L14909,Egypt,CRS-010,12.0,0.901,-10.8,0.804
L13877,Egypt,CRS-002,2.9,0.767,3.1,0.584
L10393,South Africa,CRS-007,23.6,0.548,6.3,0.876
L13614,South Africa,CRS-005,18.0,0.563,-1.6,0.851
L11914,Egypt,CRS-006,13.8,0.772,0.8,0.796
L12306,Egypt,CRS-005,13.1,0.767,18.2,0.737
L11893,South Africa,CRS-015,38.2,0.739,19.8,0.727
L13361,Egypt,CRS-015,31.0,0.644,4.2,0.694
L12668,Egypt,CRS-014,0.2,0.967,1.0,0.841
L14570,South Africa,CRS-008,0.2,0.605,20.1,0.783
L14298,South Africa,CRS-009,6.5,0.873,3.3,0.865
L11264,Egypt,CRS-003,19.1,0.840,20.2,0.971
L11878,South Africa,CRS-010,9.4,0.858,-2.3,0.814
L14523,Egypt,CRS-010,13.4,0.696,-29.4,0.401
L10884,South Africa,CRS-014,0.2,0.703,10.2,0.928
L10440,South Africa,CRS-002,2.5,0.752,-24.3,0.714
L12771,South Africa,CRS-012,0.1,0.683,8.4,0.851
L15375,South Africa,CRS-013,2.9,0.415,6.6,0.777
L13944,South Africa,CRS-009,11.8,0.833,9.7,0.694
L10397,South Africa,CRS-009,7.5,0.529,-10.8,0.862
L13626,Egypt,CRS-004,21.6,0.619,5.8,0.625
L13191,South Africa,CRS-002,8.3,0.707,22.3,0.742
L12216,South Africa,CRS-002,5.8,0.765,17.5,0.781
L11019,South Africa,CRS-010,6.0,0.522,-8.4,0.863
L11763,Egypt,CRS-011,1.0,0.652,-22.6,0.740
L14699,South Africa,CRS-002,6.6,0.690,-3.5,0.236
L10317,South Africa,CRS-009,7.3,0.902,-35.5,0.910
L14181,South Africa,CRS-004,7.9,0.865,18.8,0.491
L11911,Egypt,CRS-013,12.2,0.915,19.5,0.859
L11929,Egypt,CRS-009,3.5,0.783,9.7,0.738
L13121,Egypt,CRS-005,20.3,0.518,-2.3,0.566
L10715,South Africa,CRS-015,14.2,0.805,14.8,0.889
L10059,South Africa,CRS-004,23.8,0.883,1.4,0.775
L12533,South Africa,CRS-006,6.0,0.757,-1.5,0.749
L14346,South Africa,CRS-003,16.1,0.162,-5.5,0.981
L11713,South Africa,CRS-004,4.3,0.309,0.3,0.768
L12060,South Africa,CRS-006,5.2,0.737,-5.9,0.838
L11474,South Africa,CRS-004,1.9,0.678,-15.4,0.544
L14877,Egypt,CRS-001,2.5,0.871,-39.9,0.953
L11069,Egypt,CRS-004,1.0,0.511,-5.5,0.306
L10478,South Africa,CRS-007,12.1,0.831,-9.1,0.716
L10063,South Africa,CRS-015,25.7,0.644,4.9,0.615
L10107,South Africa,CRS-010,7.3,0.757,-5.3,0.686
L13504,South Africa,CRS-001,1.2,0.566,-19.3,0.625
L14054,South Africa,CRS-003,6.0,0.391,23.4,0.779
L12732,Egypt,CRS-014,1.5,0.792,-8.8,0.849
L11710,Egypt,CRS-013,46.0,0.906,2.6,0.528
L14715,South Africa,CRS-006,0.8,0.777,-8.8,0.453
L10401,South Africa,CRS-009,0.8,0.687,1.3,0.741
L14123,Egypt,CRS-007,5.1,0.687,16.8,0.732
L15294,South Africa,CRS-011,5.4,0.715,6.5,0.689
L12930,South Africa,CRS-003,17.7,0.778,17.0,0.252
L14091,South Africa,CRS-009,47.5,0.925,-2.4,0.385
L12967,Egypt,CRS-007,1.8,0.800,9.6,0.724
L13777,South Africa,CRS-006,4.5,0.279,-7.2,0.859
L13238,Egypt,CRS-002,6.7,0.844,0.3,0.880
L13561,South Africa,CRS-002,2.6,0.857,19.5,0.831
L15291,Egypt,CRS-014,0.6,0.508,-3.0,0.883
L11631,Egypt,CRS-013,33.3,0.738,-7.8,0.536
L14677,Egypt,CRS-010,2.0,0.770,-11.4,0.736
L12315,South Africa,CRS-006,0.2,0.955,-24.4,0.250
L10749,South Africa,CRS-002,15.1,0.787,-33.6,0.819
L10382,Egypt,CRS-010,16.0,0.730,-2.3,0.816
L11405,Egypt,CRS-001,2.9,0.677,-21.8,0.549
L14141,Egypt,CRS-006,11.7,0.739,8.9,0.968
L12721,South Africa,CRS-012,1.4,0.612,11.9,0.675
L14431,Egypt,CRS-004,2.8,0.674,12.7,0.908
L15090,South Africa,CRS-013,23.0,0.714,-5.6,0.405
L10636,South Africa,CRS-013,11.0,0.772,-2.6,0.713
L15166,South Africa,CRS-001,8.3,0.811,3.0,0.801
